Accession,Length,Family,Subfamily,Domains,Seperators
KYK29909,264,3.E.3,3.E.3.1,"[('CDD:411613', 17, 261, 355.0), ('CDD:436717', 17, 261, 337.0)]",[]
AET73409,271,3.E.3,3.E.3.1,"[('CDD:411613', 14, 249, 91.6), ('CDD:436717', 18, 249, 95.0)]",[]
KOO28456,315,3.E.3,3.E.3.1,"[('CDD:411613', 38, 303, 104.0), ('CDD:436717', 38, 303, 114.0)]",[]
P43155,626,4.C.2,4.C.2.1,"[('CDD:425853', 38, 609, 783.0)]",[]
Q9UKG9,612,4.C.2,4.C.2.1,"[('CDD:425853', 23, 594, 737.0)]",[]
P50416,773,4.C.2,4.C.2.1,"[('CDD:435366', 1, 47, 98.5), ('CDD:425853', 174, 756, 757.0)]","[('CDD:435366 to CDD:425853', 48, 173)]"
P43585,828,4.E.1,4.E.1.1,"[('CDD:227369', 1, 555, 721.0), ('CDD:269900', 1, 134, 73.5), ('CDD:269901', 2, 134, 160.0), ('CDD:269894', 3, 134, 101.0), ('CDD:269896', 3, 134, 57.2), ('CDD:269897', 3, 134, 61.5), ('CDD:269898', 3, 134, 68.1), ('CDD:269902', 3, 134, 61.9), ('CDD:269905', 3, 134, 63.7), ('CDD:269899', 13, 134, 63.7), ('CDD:269904', 13, 134, 55.3), ('CDD:227695', 37, 137, 42.5), ('CDD:143630', 197, 547, 507.0), ('CDD:401343', 202, 531, 275.0), ('CDD:143623', 204, 544, 212.0), ('CDD:143622', 206, 524, 119.0), ('CDD:227589', 662, 791, 205.0), ('CDD:396980', 686, 751, 63.4)]","[('CDD:227369 to CDD:227589', 556, 661)]"
Q02725,835,4.E.1,4.E.1.1,"[('CDD:227369', 1, 561, 720.0), ('CDD:269900', 1, 133, 72.3), ('CDD:269901', 2, 133, 161.0), ('CDD:269894', 3, 133, 99.0), ('CDD:269895', 3, 133, 45.3), ('CDD:269896', 3, 133, 61.4), ('CDD:269897', 3, 133, 51.9), ('CDD:269898', 3, 133, 65.8), ('CDD:269902', 3, 133, 67.7), ('CDD:269905', 3, 133, 58.7), ('CDD:269899', 13, 133, 62.6), ('CDD:269904', 13, 133, 51.1), ('CDD:143630', 199, 553, 494.0), ('CDD:401343', 205, 536, 260.0), ('CDD:143623', 206, 550, 214.0), ('CDD:143622', 288, 528, 92.4), ('CDD:227589', 673, 803, 207.0), ('CDD:396980', 698, 763, 67.3)]","[('CDD:227369 to CDD:227589', 562, 672)]"
P47075,721,4.E.1,4.E.1.1,"[('CDD:227369', 1, 497, 798.0), ('CDD:269898', 2, 136, 44.2), ('CDD:269901', 2, 136, 164.0), ('CDD:269894', 32, 136, 69.5), ('CDD:269895', 42, 136, 47.6), ('CDD:269902', 45, 137, 58.4), ('CDD:269905', 46, 139, 50.2), ('CDD:269899', 48, 136, 53.3), ('CDD:143623', 191, 478, 492.0), ('CDD:401343', 195, 466, 308.0), ('CDD:143620', 196, 386, 79.8), ('CDD:143622', 196, 459, 160.0), ('CDD:143630', 196, 481, 302.0), ('CDD:227589', 593, 721, 163.0), ('CDD:396980', 622, 682, 57.6)]","[('CDD:227369 to CDD:227589', 498, 592)]"
U6MIB1,751,4.E.1,4.E.1.1,"[('CDD:401343', 196, 499, 160.0), ('CDD:143623', 201, 512, 253.0), ('CDD:143630', 207, 513, 108.0), ('CDD:227369', 207, 512, 158.0), ('CDD:143622', 250, 491, 61.6)]","[('BEGIN to CDD:143623', 1, 195), ('CDD:143623 to END', 514, 751)]"
S7VV85,1230,4.E.1,4.E.1.1,"[('CDD:227369', 184, 840, 193.0), ('CDD:143623', 324, 840, 266.0), ('CDD:401343', 329, 829, 179.0), ('CDD:143630', 334, 841, 93.2), ('CDD:143622', 412, 506, 51.5), ('CDD:227589', 1111, 1218, 70.1), ('CDD:396980', 1115, 1179, 53.4)]","[('BEGIN to CDD:227369', 1, 183), ('CDD:143623 to CDD:227589', 842, 1110)]"
Q5CWX6,1078,4.E.1,4.E.1.1,"[('CDD:227369', 43, 426, 72.5), ('CDD:269894', 44, 221, 105.0), ('CDD:269901', 44, 221, 66.4), ('CDD:269902', 44, 221, 84.2), ('CDD:269905', 44, 221, 44.8), ('CDD:269899', 60, 221, 61.8), ('CDD:269898', 199, 221, 50.8), ('CDD:269896', 200, 221, 46.0), ('CDD:427139', 201, 243, 47.9), ('CDD:227589', 920, 1019, 112.0), ('CDD:396980', 931, 993, 68.8)]","[('CDD:227369 to CDD:227589', 427, 919), ('CDD:227589 to END', 1020, 1078)]"
Q9Y6K0,416,4.F.1,4.F.1.1,"[('CDD:140328', 21, 407, 144.0), ('CDD:166000', 43, 407, 158.0), ('CDD:227383', 43, 359, 156.0), ('CDD:223632', 82, 270, 68.2), ('CDD:224104', 83, 220, 41.9), ('CDD:426026', 84, 158, 73.0), ('CDD:166679', 91, 406, 113.0)]",[]
O82567,389,4.F.1,4.F.1.1,"[('CDD:166000', 1, 389, 772.0), ('CDD:140328', 3, 388, 193.0), ('CDD:227383', 9, 389, 221.0), ('CDD:223632', 43, 120, 41.2), ('CDD:426026', 47, 120, 69.9), ('CDD:166679', 53, 389, 622.0)]",[]
A4IE03,417,4.F.1,4.F.1.1,"[('CDD:140328', 1, 417, 723.0), ('CDD:227383', 19, 415, 157.0), ('CDD:166000', 28, 416, 161.0), ('CDD:223632', 59, 161, 50.1), ('CDD:426026', 62, 136, 71.1), ('CDD:166679', 70, 406, 115.0)]",[]
A0ECR8,380,4.F.1,4.F.1.1,"[('CDD:140328', 2, 379, 127.0), ('CDD:166000', 6, 378, 126.0), ('CDD:227383', 6, 201, 114.0), ('CDD:223632', 48, 241, 40.8), ('CDD:426026', 49, 123, 57.6), ('CDD:166679', 57, 377, 95.4)]",[]
WP_061331047,244,4.F.1,4.F.1.1,"[('CDD:223632', 70, 229, 49.3), ('CDD:426026', 70, 138, 48.4), ('CDD:224104', 107, 165, 39.6)]","[('BEGIN to CDD:223632', 1, 69)]"
U2ZTT2,377,4.F.1,4.F.1.1,"[('CDD:140328', 157, 273, 48.3), ('CDD:227383', 157, 243, 49.0), ('CDD:223632', 174, 364, 55.5), ('CDD:224104', 179, 245, 42.7), ('CDD:426026', 180, 243, 63.0), ('CDD:166000', 181, 277, 44.0)]","[('BEGIN to CDD:227383', 1, 156)]"
Q6ADZ6,189,4.F.1,4.F.1.1,"[('CDD:223632', 4, 186, 111.0), ('CDD:178391', 5, 101, 55.2), ('CDD:182763', 5, 180, 68.0), ('CDD:273139', 5, 179, 115.0), ('CDD:166199', 6, 176, 68.1), ('CDD:224104', 6, 102, 39.2), ('CDD:426026', 6, 75, 66.9)]",[]
K0WKG7,186,4.F.1,4.F.1.1,"[('CDD:166199', 1, 176, 147.0), ('CDD:178391', 1, 78, 54.5), ('CDD:182763', 1, 179, 194.0), ('CDD:223632', 1, 181, 142.0), ('CDD:273139', 1, 181, 149.0), ('CDD:426026', 3, 69, 64.2)]",[]
TAJ02730,302,4.F.1,4.F.1.1,"[('CDD:223632', 1, 107, 44.7), ('CDD:224104', 1, 293, 127.0), ('CDD:426026', 7, 95, 61.8), ('CDD:273098', 12, 178, 97.5)]",[]
N1MXH3,230,4.F.1,4.F.1.2,"[('CDD:227383', 25, 177, 40.5), ('CDD:223632', 38, 219, 39.7), ('CDD:426026', 40, 109, 45.3)]",[]
G5SQC7,268,4.F.1,4.F.1.2,"[('CDD:227383', 63, 183, 40.5), ('CDD:223632', 71, 176, 40.8), ('CDD:426026', 73, 142, 45.3)]","[('BEGIN to CDD:223632', 1, 62), ('CDD:223632 to END', 184, 268)]"
Q5JEG6,189,4.F.1,4.F.1.3,"[('CDD:223632', 13, 189, 101.0), ('CDD:224104', 25, 101, 48.4), ('CDD:426026', 26, 89, 71.5), ('CDD:182763', 39, 189, 44.8)]",[]
E8V3S2,210,4.F.1,4.F.1.3,"[('CDD:140328', 16, 180, 42.5), ('CDD:223632', 18, 205, 90.9), ('CDD:224104', 27, 139, 42.3), ('CDD:426026', 28, 98, 71.5)]",[]
D6I8Y6,201,4.F.1,4.F.1.3,"[('CDD:223632', 14, 201, 98.6), ('CDD:426026', 27, 94, 52.6)]",[]
D8J2B2,202,4.F.1,4.F.1.3,"[('CDD:223632', 14, 201, 91.3), ('CDD:426026', 27, 95, 53.4)]",[]
OIO15329,308,4.F.1,4.F.1.3,"[('CDD:224104', 42, 108, 40.7), ('CDD:426026', 43, 108, 68.8)]","[('CDD:426026 to END', 109, 308)]"
D1QCY9,840,4.H.1,4.H.1.1,"[('CDD:223469', 1, 296, 130.0), ('CDD:411123', 11, 839, 820.0), ('CDD:427452', 12, 289, 68.2), ('CDD:129470', 190, 296, 55.1), ('CDD:225451', 314, 840, 533.0), ('CDD:430930', 528, 820, 266.0), ('CDD:235095', 546, 820, 53.0)]",[]
RIJ99294,850,4.H.1,4.H.1.1,"[('CDD:411123', 23, 839, 861.0), ('CDD:223469', 34, 307, 125.0), ('CDD:427452', 35, 290, 54.7), ('CDD:225451', 313, 847, 546.0), ('CDD:235095', 328, 842, 121.0), ('CDD:430930', 529, 822, 341.0)]",[]
D1F3T8,872,4.H.1,4.H.1.1,"[('CDD:223469', 19, 325, 155.0), ('CDD:411123', 27, 864, 836.0), ('CDD:427452', 33, 315, 52.0), ('CDD:225451', 336, 872, 642.0), ('CDD:235095', 347, 856, 73.8), ('CDD:430930', 558, 845, 281.0)]",[]
E5Y3Y1,537,4.H.1,4.H.1.1,"[('CDD:223469', 18, 311, 88.6), ('CDD:225451', 322, 524, 86.2)]",[]
WP_085537946,850,4.H.1,4.H.1.1,"[('CDD:223469', 1, 295, 107.0), ('CDD:411123', 8, 847, 820.0), ('CDD:427452', 8, 292, 65.5), ('CDD:129470', 205, 296, 47.4), ('CDD:225451', 314, 846, 442.0), ('CDD:430930', 536, 828, 329.0), ('CDD:235095', 554, 835, 84.6)]",[]
WP_106451403,878,4.H.1,4.H.1.1,"[('CDD:411123', 30, 870, 742.0), ('CDD:223469', 35, 301, 114.0), ('CDD:225451', 343, 878, 574.0), ('CDD:235095', 550, 862, 95.8), ('CDD:430930', 562, 850, 321.0)]",[]
Q3M879,556,4.H.1,4.H.1.1,"[('CDD:411123', 4, 545, 473.0), ('CDD:236711', 6, 159, 46.2), ('CDD:235095', 13, 542, 161.0), ('CDD:225451', 14, 545, 380.0), ('CDD:435699', 14, 149, 42.7), ('CDD:430930', 231, 526, 306.0)]",[]
WP_101456069,893,4.H.1,4.H.1.1,"[('CDD:235095', 304, 854, 136.0), ('CDD:225451', 330, 845, 214.0), ('CDD:411123', 387, 839, 129.0), ('CDD:430930', 518, 829, 272.0)]","[('BEGIN to CDD:235095', 1, 303)]"
KZU99864,867,4.H.1,4.H.1.1,"[('CDD:223469', 13, 302, 92.5), ('CDD:411123', 16, 848, 951.0), ('CDD:427452', 18, 297, 58.1), ('CDD:129470', 210, 302, 44.7), ('CDD:225451', 313, 848, 359.0), ('CDD:235095', 317, 830, 88.1), ('CDD:430930', 536, 830, 308.0)]",[]
WP_051595943,848,4.H.1,4.H.1.1,"[('CDD:411123', 18, 840, 722.0), ('CDD:223469', 20, 302, 106.0), ('CDD:427452', 20, 291, 47.0), ('CDD:225451', 315, 848, 482.0), ('CDD:235095', 322, 828, 105.0), ('CDD:430930', 526, 821, 323.0)]",[]
O53781,795,4.H.1,4.H.1.2,"[('CDD:411123', 483, 782, 56.4), ('CDD:223469', 485, 783, 68.2), ('CDD:427452', 492, 782, 82.0), ('CDD:129470', 737, 782, 43.5)]","[('BEGIN to CDD:427452', 1, 482)]"
WP_046728225,305,4.H.1,4.H.1.2,"[('CDD:427452', 10, 292, 57.4), ('CDD:223469', 31, 296, 53.2), ('CDD:411123', 178, 294, 41.7), ('CDD:129470', 222, 294, 41.6)]",[]
WP_083289127,835,4.H.1,4.H.1.2,"[('CDD:427452', 541, 822, 101.0), ('CDD:223469', 544, 825, 90.9), ('CDD:129470', 743, 822, 59.3)]","[('BEGIN to CDD:427452', 1, 540)]"
VDG77260,1068,4.H.1,4.H.1.2,"[('CDD:223469', 765, 1067, 67.4), ('CDD:427452', 775, 1055, 86.3), ('CDD:411123', 965, 1050, 44.4), ('CDD:129470', 981, 1058, 57.0)]","[('BEGIN to CDD:223469', 1, 764)]"
Q9KV73,225,5.B.10,5.B.10.1,"[('CDD:225832', 4, 225, 212.0)]",[]
RWX50390,161,5.B.15,5.B.15.1,"[('CDD:225076', 1, 98, 55.8), ('CDD:227132', 1, 42, 41.6), ('CDD:227303', 1, 58, 69.4), ('CDD:429756', 2, 28, 43.5), ('CDD:227305', 5, 39, 50.9), ('CDD:130769', 6, 52, 45.6), ('CDD:130771', 6, 43, 47.4), ('CDD:227304', 6, 116, 73.2), ('CDD:236704', 6, 50, 42.3), ('CDD:236718', 6, 116, 69.7), ('CDD:274182', 6, 28, 41.5), ('CDD:395064', 37, 160, 62.4)]",[]
P10897,252,5.B.2,5.B.2.1,"[('CDD:215201', 11, 217, 97.7), ('CDD:176492', 19, 188, 148.0), ('CDD:215365', 22, 226, 133.0), ('CDD:178406', 24, 223, 130.0), ('CDD:176494', 29, 239, 221.0), ('CDD:176490', 32, 181, 54.7), ('CDD:176491', 41, 182, 65.8), ('CDD:176495', 42, 188, 120.0), ('CDD:176493', 45, 187, 227.0), ('CDD:176489', 50, 180, 151.0), ('CDD:176496', 51, 186, 145.0), ('CDD:214769', 53, 180, 133.0), ('CDD:427188', 53, 186, 155.0)]",[]
Q9WUE3,222,5.B.2,5.B.2.1,"[('CDD:176491', 25, 205, 135.0), ('CDD:176489', 45, 167, 73.1), ('CDD:214769', 47, 167, 78.0), ('CDD:427188', 47, 184, 90.0)]",[]
Q53TN4,286,5.B.2,5.B.2.1,"[('CDD:178406', 1, 215, 129.0), ('CDD:215201', 1, 226, 92.3), ('CDD:176492', 17, 188, 165.0), ('CDD:215365', 18, 222, 136.0), ('CDD:176491', 21, 219, 69.2), ('CDD:176494', 24, 237, 220.0), ('CDD:176490', 33, 179, 47.7), ('CDD:176495', 36, 188, 268.0), ('CDD:176493', 40, 184, 122.0), ('CDD:176496', 45, 184, 131.0), ('CDD:176489', 46, 178, 148.0), ('CDD:214769', 49, 178, 137.0), ('CDD:427188', 49, 185, 178.0)]",[]
P49447,251,5.B.2,5.B.2.1,"[('CDD:215201', 17, 216, 88.4), ('CDD:176492', 18, 187, 140.0), ('CDD:215365', 21, 216, 130.0), ('CDD:178406', 23, 216, 130.0), ('CDD:176494', 28, 235, 224.0), ('CDD:176490', 31, 180, 57.0), ('CDD:176491', 40, 181, 67.3), ('CDD:176495', 41, 187, 122.0), ('CDD:176493', 44, 186, 237.0), ('CDD:176489', 49, 179, 151.0), ('CDD:176496', 50, 185, 147.0), ('CDD:214769', 53, 179, 132.0), ('CDD:427188', 53, 185, 158.0)]",[]
Q6P1H1,242,5.B.2,5.B.2.1,"[('CDD:176492', 10, 188, 262.0), ('CDD:215365', 11, 215, 131.0), ('CDD:176494', 21, 230, 212.0), ('CDD:178406', 27, 222, 119.0), ('CDD:176495', 34, 185, 144.0), ('CDD:176493', 37, 181, 127.0), ('CDD:176490', 42, 175, 60.4), ('CDD:176496', 42, 181, 120.0), ('CDD:176489', 43, 175, 132.0), ('CDD:176491', 44, 180, 61.5), ('CDD:214769', 46, 175, 118.0), ('CDD:427188', 46, 181, 159.0), ('CDD:215201', 47, 215, 73.4)]",[]
Q6I681,236,5.B.2,5.B.2.1,"[('CDD:178406', 3, 220, 276.0), ('CDD:176492', 30, 184, 107.0), ('CDD:176494', 30, 231, 157.0), ('CDD:215201', 30, 221, 151.0), ('CDD:215365', 30, 222, 190.0), ('CDD:176490', 31, 208, 53.1), ('CDD:176496', 42, 186, 221.0), ('CDD:176493', 47, 184, 123.0), ('CDD:176489', 48, 178, 128.0), ('CDD:176495', 49, 184, 102.0), ('CDD:214769', 51, 178, 135.0), ('CDD:427188', 51, 185, 170.0), ('CDD:176491', 52, 180, 65.4)]",[]
Q5D8X4,242,5.B.2,5.B.2.1,"[('CDD:215201', 11, 229, 91.1), ('CDD:215365', 25, 218, 119.0), ('CDD:176492', 26, 191, 147.0), ('CDD:178406', 28, 218, 126.0), ('CDD:176491', 29, 193, 55.0), ('CDD:176494', 32, 242, 310.0), ('CDD:176490', 45, 185, 41.9), ('CDD:176495', 45, 191, 118.0), ('CDD:176496', 49, 190, 125.0), ('CDD:176489', 55, 184, 128.0), ('CDD:176493', 55, 190, 126.0), ('CDD:214769', 57, 184, 109.0), ('CDD:427188', 57, 191, 140.0)]",[]
Q9SWS1,230,5.B.2,5.B.2.1,"[('CDD:215365', 1, 230, 383.0), ('CDD:178406', 10, 217, 182.0), ('CDD:215201', 10, 220, 183.0), ('CDD:176492', 17, 182, 115.0), ('CDD:176494', 25, 214, 162.0), ('CDD:176490', 32, 176, 50.4), ('CDD:176496', 41, 184, 224.0), ('CDD:176489', 47, 176, 132.0), ('CDD:176493', 48, 182, 95.7), ('CDD:176495', 48, 182, 98.0), ('CDD:214769', 50, 176, 127.0), ('CDD:427188', 50, 183, 157.0), ('CDD:176491', 51, 178, 60.4)]",[]
G7ZYU6,308,5.B.2,5.B.2.2,"[('CDD:187689', 1, 130, 64.4), ('CDD:214768', 3, 112, 67.1), ('CDD:427257', 12, 63, 42.0), ('CDD:176490', 130, 302, 159.0), ('CDD:176489', 152, 273, 43.8), ('CDD:214769', 153, 273, 105.0), ('CDD:427188', 153, 273, 44.1)]",[]
Q0WRW8,369,5.B.2,5.B.2.2,"[('CDD:214768', 54, 198, 90.2), ('CDD:187689', 55, 188, 72.1), ('CDD:427257', 65, 152, 49.3), ('CDD:176490', 187, 363, 173.0), ('CDD:214769', 212, 334, 126.0), ('CDD:176489', 213, 334, 40.0)]","[('BEGIN to CDD:214768', 1, 53)]"
Q8MSU3,647,5.B.2,5.B.2.2,"[('CDD:260081', 39, 177, 125.0), ('CDD:426561', 40, 170, 137.0), ('CDD:187686', 223, 392, 177.0), ('CDD:214768', 247, 397, 104.0), ('CDD:427257', 254, 367, 87.0), ('CDD:176490', 358, 553, 159.0), ('CDD:176489', 407, 534, 55.8), ('CDD:214769', 408, 533, 121.0)]","[('CDD:176490 to END', 554, 647)]"
M2VZF5,415,5.B.2,5.B.2.2,"[('CDD:176490', 15, 169, 73.9), ('CDD:214769', 26, 135, 54.5), ('CDD:427743', 300, 346, 48.5)]","[('CDD:176490 to CDD:427743', 170, 299), ('CDD:427743 to END', 347, 415)]"
A8IUR9,535,5.B.2,5.B.2.2,"[('CDD:187689', 75, 177, 41.7), ('CDD:176490', 247, 438, 109.0), ('CDD:402114', 250, 365, 45.3), ('CDD:214769', 257, 403, 67.6)]","[('BEGIN to CDD:187689', 1, 74), ('CDD:187689 to CDD:176490', 178, 246), ('CDD:176490 to END', 439, 535)]"
NP_001136437,293,5.B.2,5.B.2.2,"[('CDD:187686', 94, 253, 186.0), ('CDD:214768', 118, 261, 125.0), ('CDD:187689', 119, 244, 69.1), ('CDD:427257', 119, 231, 95.9)]","[('BEGIN to CDD:187686', 1, 93)]"
Q9SV71,394,5.B.2,5.B.2.2,"[('CDD:187687', 40, 197, 212.0), ('CDD:214768', 48, 199, 99.4), ('CDD:427993', 90, 195, 131.0), ('CDD:176490', 187, 374, 169.0), ('CDD:214769', 220, 345, 123.0)]",[]
R0K6W2,403,5.B.2,5.B.2.3,"[('CDD:187688', 25, 188, 125.0), ('CDD:435066', 25, 195, 93.4), ('CDD:176490', 180, 383, 115.0), ('CDD:176489', 232, 355, 45.4), ('CDD:214769', 233, 355, 66.1), ('CDD:402114', 233, 318, 39.6), ('CDD:176491', 234, 383, 48.8), ('CDD:427188', 234, 355, 50.3)]",[]
G9NAJ2,453,5.B.2,5.B.2.3,"[('CDD:187688', 19, 207, 121.0), ('CDD:435066', 69, 212, 57.2), ('CDD:176490', 250, 404, 104.0), ('CDD:214769', 256, 374, 59.2), ('CDD:427188', 256, 374, 44.1), ('CDD:176491', 257, 398, 55.0)]",[]
EQK99033,476,5.B.2,5.B.2.3,"[('CDD:187688', 24, 192, 155.0), ('CDD:435066', 32, 192, 106.0), ('CDD:176490', 186, 378, 108.0), ('CDD:176489', 228, 350, 44.6), ('CDD:214769', 229, 350, 64.6), ('CDD:427188', 229, 354, 41.8), ('CDD:176491', 230, 376, 53.8)]","[('CDD:176490 to END', 379, 476)]"
Q7SC62,563,5.B.2,5.B.2.3,"[('CDD:187688', 51, 278, 87.7), ('CDD:176491', 327, 483, 63.1), ('CDD:176490', 334, 488, 133.0), ('CDD:402114', 338, 420, 44.6), ('CDD:214769', 339, 459, 64.2), ('CDD:176489', 340, 444, 50.4), ('CDD:427188', 340, 460, 48.4)]","[('CDD:176490 to END', 489, 563)]"
KHN35905,272,5.B.2,5.B.2.3,"[('CDD:176490', 54, 234, 138.0), ('CDD:176491', 77, 201, 45.7), ('CDD:176489', 78, 201, 46.5), ('CDD:214769', 78, 201, 95.4), ('CDD:427188', 78, 201, 43.4)]","[('BEGIN to CDD:176490', 1, 53)]"
Q658P3,488,5.B.6,5.B.6.1,"[('CDD:224996', 29, 209, 135.0), ('CDD:223422', 30, 145, 47.2), ('CDD:397743', 32, 117, 88.4), ('CDD:426438', 262, 405, 49.6)]","[('CDD:224996 to CDD:426438', 210, 261), ('CDD:426438 to END', 406, 488)]"
Q8NFT2,490,5.B.6,5.B.6.1,"[('CDD:224996', 32, 217, 115.0), ('CDD:397743', 34, 119, 84.2), ('CDD:426438', 259, 405, 51.9)]","[('CDD:426438 to END', 406, 490)]"
Q687X5,459,5.B.6,5.B.6.1,"[('CDD:224996', 21, 201, 127.0), ('CDD:397743', 23, 107, 75.0), ('CDD:273873', 26, 191, 85.2), ('CDD:426438', 249, 394, 57.3)]","[('CDD:426438 to END', 395, 459)]"
Q9UHE8,339,5.B.6,5.B.6.1,"[('CDD:426438', 118, 264, 49.6), ('CDD:225338', 156, 316, 48.5), ('CDD:235452', 157, 316, 41.0)]","[('BEGIN to CDD:426438', 1, 117)]"
PIY59600,230,5.B.6,5.B.6.1,"[('CDD:225338', 19, 176, 48.9), ('CDD:235452', 52, 175, 43.3)]","[('CDD:225338 to END', 177, 230)]"
Q8XB73,211,5.B.7,5.B.7.1,"[('CDD:225338', 1, 210, 225.0), ('CDD:235452', 1, 203, 262.0), ('CDD:426438', 47, 161, 51.5)]",[]
Q7NNK2,202,5.B.7,5.B.7.2,"[('CDD:225338', 51, 162, 68.9), ('CDD:235452', 63, 163, 68.7), ('CDD:426438', 68, 157, 39.2)]",[]
F8L6Z5,194,5.B.7,5.B.7.3,"[('CDD:225338', 23, 166, 55.4), ('CDD:235452', 37, 166, 70.7), ('CDD:426438', 43, 156, 42.3)]",[]
D7C9K8,233,5.B.7,5.B.7.4,"[('CDD:426438', 68, 174, 39.6), ('CDD:225338', 71, 174, 69.7), ('CDD:235452', 71, 174, 69.5)]","[('BEGIN to CDD:225338', 1, 67), ('CDD:225338 to END', 175, 233)]"
P27303,390,8.A.1,8.A.1.1,"[('CDD:185090', 1, 390, 768.0), ('CDD:224482', 9, 351, 392.0), ('CDD:235136', 20, 289, 93.5), ('CDD:273385', 20, 345, 488.0), ('CDD:130902', 31, 340, 60.4), ('CDD:182488', 32, 345, 126.0), ('CDD:425733', 47, 347, 205.0), ('CDD:182548', 52, 334, 79.8), ('CDD:223914', 57, 293, 57.4), ('CDD:273776', 57, 289, 92.0), ('CDD:183194', 58, 274, 46.7), ('CDD:433286', 60, 109, 39.0), ('CDD:137559', 63, 238, 46.2), ('CDD:183211', 66, 289, 48.6), ('CDD:435440', 212, 289, 59.1), ('CDD:433206', 217, 338, 48.5)]",[]
Q9RQ30,394,8.A.1,8.A.1.1,"[('CDD:185090', 52, 393, 377.0), ('CDD:224482', 52, 358, 334.0), ('CDD:235136', 52, 300, 84.2), ('CDD:273385', 52, 353, 322.0), ('CDD:425733', 57, 355, 156.0), ('CDD:182488', 58, 358, 135.0), ('CDD:182548', 59, 366, 77.5), ('CDD:130902', 64, 282, 52.3), ('CDD:223914', 64, 292, 57.8), ('CDD:273776', 64, 297, 91.2), ('CDD:183211', 65, 280, 55.9), ('CDD:213754', 66, 284, 58.7), ('CDD:433286', 67, 115, 37.8), ('CDD:273386', 87, 284, 56.3), ('CDD:183194', 90, 248, 45.9), ('CDD:435440', 193, 298, 65.2), ('CDD:133459', 224, 254, 38.6), ('CDD:433206', 226, 314, 63.5)]","[('BEGIN to CDD:185090', 1, 51)]"
B1LPP9,343,8.A.1,8.A.1.1,"[('CDD:182488', 1, 343, 531.0), ('CDD:273385', 10, 340, 411.0), ('CDD:183211', 28, 284, 73.7), ('CDD:224482', 28, 338, 284.0), ('CDD:425733', 35, 291, 185.0), ('CDD:182548', 36, 336, 121.0), ('CDD:169982', 37, 218, 56.7), ('CDD:184990', 37, 219, 51.6), ('CDD:185090', 39, 341, 122.0), ('CDD:183194', 45, 232, 69.8), ('CDD:273776', 47, 284, 116.0), ('CDD:433286', 47, 96, 58.2), ('CDD:223914', 48, 285, 65.1), ('CDD:137559', 50, 226, 62.4), ('CDD:235136', 55, 281, 105.0), ('CDD:213754', 58, 285, 74.1), ('CDD:273386', 68, 288, 65.9), ('CDD:396757', 76, 178, 41.0), ('CDD:433206', 210, 293, 61.2), ('CDD:435440', 210, 284, 60.6)]",[]
P37683,378,8.A.1,8.A.1.1,"[('CDD:223914', 3, 323, 67.0), ('CDD:224482', 5, 356, 316.0), ('CDD:182488', 21, 301, 120.0), ('CDD:425733', 49, 302, 172.0), ('CDD:182548', 52, 240, 67.8), ('CDD:273776', 53, 305, 100.0), ('CDD:183211', 60, 299, 58.2), ('CDD:433286', 63, 110, 41.7), ('CDD:185090', 64, 297, 60.5), ('CDD:169982', 66, 366, 43.6), ('CDD:184990', 66, 218, 45.1), ('CDD:273386', 84, 301, 55.9), ('CDD:235136', 85, 299, 60.0), ('CDD:435440', 167, 301, 52.5)]",[]
P37973,395,8.A.1,8.A.1.2,"[('CDD:183194', 2, 377, 44.4), ('CDD:223914', 57, 385, 76.3), ('CDD:169982', 64, 380, 47.5), ('CDD:273776', 78, 384, 123.0), ('CDD:137559', 79, 375, 55.5), ('CDD:425733', 80, 377, 114.0), ('CDD:435440', 86, 304, 77.5), ('CDD:236625', 90, 394, 48.7), ('CDD:185090', 94, 247, 43.1), ('CDD:224482', 101, 265, 51.9), ('CDD:235136', 106, 265, 51.5), ('CDD:183211', 108, 377, 47.8), ('CDD:273386', 119, 384, 335.0), ('CDD:182488', 136, 280, 48.1), ('CDD:433206', 209, 295, 53.9)]",[]
M4VE83,314,8.A.1,8.A.1.2,"[('CDD:183211', 1, 288, 76.0), ('CDD:223914', 1, 296, 94.4), ('CDD:130902', 6, 182, 46.2), ('CDD:223968', 31, 150, 41.2), ('CDD:237263', 31, 150, 43.2), ('CDD:273776', 35, 288, 107.0), ('CDD:435440', 41, 223, 83.7), ('CDD:425733', 48, 288, 44.0), ('CDD:223585', 51, 149, 41.2), ('CDD:433286', 58, 103, 43.2), ('CDD:133459', 59, 148, 40.9), ('CDD:224482', 89, 192, 50.8), ('CDD:235136', 102, 227, 48.0), ('CDD:433206', 120, 220, 49.3)]",[]
P06739,478,8.A.1,8.A.1.3,"[('CDD:224482', 48, 455, 54.6), ('CDD:130902', 54, 478, 477.0), ('CDD:223914', 76, 469, 52.0), ('CDD:425733', 77, 409, 166.0), ('CDD:435440', 258, 394, 51.0), ('CDD:433206', 329, 431, 61.2)]",[]
